interaction_id,customer_id,timestamp,channel,issue_category,resolution_status,transcript
INT-0011060,CUST-101861,2026-07-25,Chat,Feature Request,Unresolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0011061,CUST-101861,2026-07-16,Email,Technical,Unresolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0011062,CUST-101861,2026-05-13,Email,Technical,Unresolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0011063,CUST-101861,2026-05-29,Email,Technical,Unresolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0011064,CUST-101861,2026-02-07,Email,Account,Unresolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0011065,CUST-101862,2026-03-03,Phone,Feature Request,Resolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011066,CUST-101862,2026-03-07,Email,Technical,Resolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011067,CUST-101862,2026-03-28,Phone,Technical,Resolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011068,CUST-101862,2026-05-23,Chat,Product,Unresolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011069,CUST-101862,2026-02-06,Chat,Performance,Unresolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011070,CUST-101862,2026-04-30,Chat,Product,Unresolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011071,CUST-101862,2026-07-05,Email,Billing,Resolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011072,CUST-101862,2026-03-31,Chat,Performance,Resolved,"Agent: How may I help?
Customer: Our latest invoice is higher than expected.
Agent: I can review the charges.
Customer: This is the second invoice where we've seen an unexpected amount.
Agent: I found an additional usage charge.
Customer: We didn't expect that charge. Can you correct the invoice?
Agent: I'll submit the billing adjustment request."
INT-0011073,CUST-101863,2026-06-21,Chat,Feature Request,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0011074,CUST-101863,2026-07-17,Phone,Feature Request,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0011075,CUST-101863,2026-07-27,Chat,Feature Request,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0011076,CUST-101863,2026-07-17,Phone,Feature Request,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0011077,CUST-101863,2026-07-23,Chat,Technical,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
INT-0011078,CUST-101863,2026-07-01,Chat,Billing,Resolved,"Agent: Hi, thanks for contacting support. How can I help?
Customer: I had a quick question about reporting.
Agent: Of course. You can find that under Analytics > Reports.
Customer: Found it. That was exactly what I needed, thanks.
Agent: Happy to help. Is there anything else?
Customer: No, that's all. The platform has been working well."
